Cust ID,MOB,MaxBalanceAmt,CntPurchActMth,TotFinCharge,PctOnlineTrans,PctPromoSale,PayToBalRatio,PctOfflinePymt,CntActiveCards
C#45919450678049,119,279.93,3,9.04,0.591074,0.145403,0.145403,0.012159,3
C#26607665420313,140,65.25,2,18.24,0.287246,0.177834,0.177834,0.016361,3
C#35172662648783,228,285.93,4,22.89,0.115008,0.215991,0.215991,0.195169,2
C#8206548402689,56,133.27,3,56.98,0.584577,0.183855,0.183855,0.040499,10
C#58460939370643,134,107.98,1,0.55,0.339401,0.122535,0.122535,0.00676,3
C#22262263777053,108,74.8,1,1.29,0.502813,0.101391,0.101391,0.007205,3
C#54129395037604,108,72.06,1,1.44,0.521707,0.09836,0.09836,0.010903,2
C#19549628610103,167,331.58,2,22.31,0.079449,0.20798,0.20798,0.424058,3
C#27684765802194,103,220.4,3,17.48,0.555528,0.211533,0.211533,0.011056,2
C#65806769169062,148,259.8,4,12.68,0.578856,0.228002,0.228002,0.01639,1
C#53555485151621,117,211.06,3,9.21,0.351536,0.173639,0.173639,0.017918,2
C#88688500044651,234,1496.01,6,256.66,0.479799,0.146951,0.146951,0.067084,5
C#24217393142370,108,118.89,5,13.43,0.240329,0.091765,0.091765,0.007664,4
C#60188235118146,88,214.14,4,8.77,0.292806,0.16116,0.16116,0.013358,2
C#69679077910194,147,299.23,6,9.07,0.27969,0.621891,0.621891,0.027808,2
C#69779439462125,151,214.17,2,11.82,0.421276,0.213676,0.213676,0.008732,3
C#58638384494972,161,241.39,2,14.34,0.36921,0.150948,0.150948,0.017684,3
C#97139262535234,157,298.45,2,25.31,0.471194,0.222263,0.222263,0.010524,2
C#56368259307794,155,456.93,4,44.24,0.67152,0.214323,0.214323,0.030117,7
C#29872445851559,203,326.53,3,15.78,0.154632,0.262382,0.262382,0.404549,2
C#97818828120201,63,194.77,3,8.7,0.548249,0.09991,0.09991,0.013484,2
C#20646577105887,79,468.14,4,32.06,0.652862,0.293315,0.293315,0.026808,8
C#3871591090344,136,471.25,9,8.45,0.30647,0.541185,0.541185,0.063862,3
C#40776903792768,196,167.5,3,14.83,0.45169,0.065799,0.065799,0.01185,2
C#33523893152921,116,137.99,2,1.27,0.596651,0.094527,0.094527,0.007899,3
C#93629387282172,29,240.02,4,14.69,0.233733,0.267862,0.267862,0.022272,1
C#52731385268036,139,196.31,2,16.26,0.420246,0.149944,0.149944,0.01146,2
C#95993769211946,248,349.97,11,11.13,0.135776,0.730924,0.730924,0.070638,3
C#23009354728665,209,331.7,5,23.68,0.112588,0.213219,0.213219,0.375532,4
C#43652956347259,75,167.25,3,13.86,0.439777,0.219073,0.219073,0.011916,3
C#57793921832079,157,182.82,3,16.97,0.780579,0.239527,0.239527,0.017775,2
C#39558529031932,116,29.38,1,1.79,0.275353,0.138459,0.138459,0.010479,2
C#58328751830749,127,85.54,1,0.98,0.251326,0.109106,0.109106,0.007902,3
C#51581852920085,109,105.18,3,22.62,0.40891,0.407821,0.407821,0.020736,2
C#8248081547448,89,347.7,3,53.01,0.653955,0.179723,0.179723,0.026008,11
C#49671965887025,185,494.8,6,291.88,0.611576,0.182478,0.182478,0.066496,4
C#9077856263236,129,149.43,4,11.4,0.443526,0.175265,0.175265,0.011701,2
C#4860138582724,94,126.02,3,18.06,0.539883,0.146186,0.146186,0.014055,2
C#44085525891092,108,54.14,1,1.2,0.476264,0.124929,0.124929,0.012772,3
C#26337574893949,157,216.48,3,14.22,0.693047,0.154096,0.154096,0.009059,2
C#58682314841574,47,168.81,4,18.97,0.703126,0.255911,0.255911,0.020094,2
C#40382616080437,220,159.54,3,15.06,0.604407,0.113982,0.113982,0.005272,1
C#89725872240938,88,90.25,2,1.12,0.443359,0.092892,0.092892,0.012635,3
C#2404410478973,252,190.3,6,20.67,0.364156,0.448023,0.448023,0.061817,2
C#4591297788529,175,154.54,4,18.95,0.400689,0.315434,0.315434,0.019279,2
C#25286897878082,115,205.36,1,9,0.581674,0.245661,0.245661,0.01654,2
C#7877621403882,110,193.61,2,11.09,0.469901,0.266017,0.266017,0.021474,2
C#39251204390585,115,464.23,5,39.81,0.278623,0.161921,0.161921,0.017709,6
C#48940153100568,101,166.92,1,1.09,0.75179,0.128112,0.128112,0.008152,3
C#91380690877239,181,1173.09,8,287.68,0.366694,0.117468,0.117468,0.083675,6
C#81901564169552,183,217.12,2,9.76,0.58077,0.057891,0.057891,0.015539,2
C#60574071693972,187,220.8,2,17.35,0.075062,0.133813,0.133813,0.298642,3
C#2407178762331,104,141.8,2,15.96,0.404777,0.217064,0.217064,0.01871,1
C#19839434559053,150,233.82,5,40.6,0.480019,0.107655,0.107655,0.020603,7
C#72731545153963,124,465.01,5,30.75,0.617687,0.24285,0.24285,0.022214,7
C#37285197528036,102,85.99,2,1.49,0.405795,0.123077,0.123077,0.008629,3
C#93130629004119,128,422.61,6,33.18,0.834398,0.116891,0.116891,0.035668,10
C#20650283380322,132,80.7,2,1.89,0.320379,0.113255,0.113255,0.010799,4
C#26090165026587,147,237.12,12,11.3,0.302891,0.422021,0.422021,0.083713,4
C#10579430139267,108,99.22,2,1.13,0.421032,0.176261,0.176261,0.013678,3
C#12495036495620,98,101.04,4,37.29,0.39395,0.221833,0.221833,0.024212,12
C#64993531301790,117,341,5,34.41,0.478914,0.196972,0.196972,0.034865,10
C#3233813266749,141,245.54,3,13.76,0.346459,0.21116,0.21116,0.017975,2
C#71966053693786,155,256.91,3,9.4,0.54439,0.145706,0.145706,0.013881,2
C#52323809680329,113,163.99,4,8.53,0.555229,0.169765,0.169765,0.01722,3
C#2653984254400,201,240.91,4,21.02,0.124601,0.282081,0.282081,0.260706,3
C#55037861311321,152,269.7,4,49.58,0.507574,0.312468,0.312468,0.028568,7
C#61341377971717,98,202.92,4,16.75,0.403364,0.299461,0.299461,0.015099,3
C#40002173489619,99,191.32,4,9.61,0.359425,0.229613,0.229613,0.013976,2
C#49019757513057,102,260.24,4,12,0.435487,0.17848,0.17848,0.016366,2
C#98778571470882,161,108.72,1,0.84,0.231184,0.103048,0.103048,0.006631,2
C#19077962646812,148,381.98,5,56.07,0.478321,0.153856,0.153856,0.0234,6
C#70924856177480,170,236.12,2,9.52,0.559071,0.208929,0.208929,0.012833,2
C#46931072139753,80,239.64,2,15.12,0.508793,0.118034,0.118034,0.01164,2
C#1684307615738,105,248.3,3,16.92,0.174761,0.264348,0.264348,0.016918,2
C#82022360562778,235,225.77,4,11.44,0.113046,0.173702,0.173702,0.475812,4
C#27540477787797,274,385.03,7,18.62,0.450815,0.560496,0.560496,0.064336,3
C#95090893202957,91,249.15,2,10.07,0.582133,0.103116,0.103116,0.010166,3
C#64304737169874,110,236.86,2,8.14,0.280888,0.183056,0.183056,0.013089,1
C#80780551619293,48,301.9,3,17.32,0.13587,0.244262,0.244262,0.205156,3
C#70903335905983,120,176.69,4,15.79,0.19543,0.168815,0.168815,0.003213,2
C#13257638718248,96,114.92,1,1.45,0.39201,0.115866,0.115866,0.00468,3
C#49972821334183,217,394.24,7,16.43,0.425053,0.605527,0.605527,0.082629,2
C#97187798542348,60,179.32,3,12.45,0.429267,0.269609,0.269609,0.014335,2
C#84861391091789,196,266.62,4,15.45,0.153892,0.124271,0.124271,0.466371,3
C#45156745028970,80,288.58,3,17.23,0.712909,0.213212,0.213212,0.010963,2
C#53948012156057,249,324.94,7,13.91,0.418738,0.761057,0.761057,0.029174,2
C#14816183284920,148,242.62,1,13.14,0.579731,0.184619,0.184619,0.012678,2
C#62086852793176,171,288.4,3,18.21,0.085985,0.284161,0.284161,0.516827,3
C#32792258173677,79,267.03,4,15.01,0.687071,0.203325,0.203325,0.011456,2
C#64980224453102,137,209.26,2,14.98,0.440111,0.190648,0.190648,0.00538,1
C#44748328574627,143,100.9,2,11.21,0.393749,0.167539,0.167539,0.031405,2
C#19526073148110,140,217.25,2,20.35,0.367266,0.152874,0.152874,0.012498,1
C#85591530089889,237,239.38,8,9.88,0.454379,0.60536,0.60536,0.05763,4
C#44418049093396,97,235.55,3,15.3,0.547337,0.227089,0.227089,0.016365,2
C#95566401684892,186,228.76,2,12.32,0.63275,0.15771,0.15771,0.017573,3
C#78472132874458,100,114.87,1,0.84,0.57247,0.09661,0.09661,0.013967,2
C#25575752705933,329,368.32,2,24.81,0.185234,0.125228,0.125228,0.404667,1
C#68141143578293,282,359.82,8,12.68,0.304437,0.002316,0.002316,0.08407,2
C#56927041297731,143,220.22,3,16.11,0.494823,0.192657,0.192657,0.013131,2
C#10424831271230,131,244.05,4,14.71,0.77126,0.164847,0.164847,0.012541,1
C#82617620509002,138,141.34,3,15.08,0.458597,0.230137,0.230137,0.019166,2
C#72365569246187,110,115.84,3,14.75,0.59295,0.291228,0.291228,0.015936,2
C#36132257003316,131,1749.08,4,225.64,0.205786,0.116569,0.116569,0.066114,4
C#53553086509154,143,140.9,3,14.3,0.337516,0.190561,0.190561,0.015032,2
C#72974389186885,128,91.63,1,0.71,0.28779,0.088244,0.088244,0.007777,1
C#1024719939752,109,287.09,4,18.84,0.553406,0.169251,0.169251,0.018672,6
C#90125440411175,227,204.41,11,11.39,0.338019,0.667326,0.667326,0.033715,4
C#50034353965612,134,191.08,3,13.06,0.425416,0.14965,0.14965,0.011297,2
C#93716899257664,87,108.78,1,1.15,0.514929,0.055802,0.055802,0.011089,2
C#121707552075,110,268.22,3,13.95,0.426029,0.28683,0.28683,0.016842,2
C#91100650453203,263,1924.28,7,242.16,0.317121,0.18044,0.18044,0.117647,6
C#15343070124079,112,184.48,4,13.67,0.542591,0.254991,0.254991,0.006914,2
C#62552386400710,88,388.56,2,10.98,0.338282,0.153673,0.153673,0.017416,2
C#42631975566161,145,332.17,5,23.1,0.193844,0.300121,0.300121,0.414023,4
C#33568331144597,244,278.79,9,14.42,0.327096,0.270698,0.270698,0.068593,3
C#75620746110962,133,118.6,1,0.98,0.448996,0.132922,0.132922,0.010829,2
C#46853357485594,90,336.68,4,41.24,0.488548,0.267701,0.267701,0.029506,9
C#19293020672117,103,131.68,2,1.66,0.436003,0.077972,0.077972,0.008463,2
C#63481847639105,119,153.9,2,6.25,0.485582,0.221454,0.221454,0.013392,2
C#82185697659136,193,169.22,3,17.61,0.756401,0.189515,0.189515,0.006475,2
C#59407626552884,75,139.39,1,1.08,0.468004,0.171037,0.171037,0.010756,2
C#5032410119361,227,410.44,11,12.39,0.333527,0.562534,0.562534,0.041153,4
C#9915533000690,101,110.44,1,0.91,0.54901,0.160108,0.160108,0.007632,2
C#77952952750213,103,108.98,1,1.12,0.421096,0.091716,0.091716,0.010754,2
C#42988616856567,174,254.36,2,18.58,0.101159,0.181455,0.181455,0.288196,3
C#8598011968205,116,182.8,2,14.66,0.549281,0.241529,0.241529,0.00818,1
C#43465832085585,193,96.24,2,1.29,0.397718,0.097242,0.097242,0.011764,2
C#33745843612560,110,121.83,3,8.46,0.508749,0.121176,0.121176,0.009121,2
C#90455444984812,128,182.66,4,18.39,0.216001,0.184181,0.184181,0.015967,2
C#66930044422515,93,279.38,5,33.99,0.654751,0.283193,0.283193,0.018328,4
C#60349261280011,155,276.35,3,16.35,0.430429,0.11819,0.11819,0.013517,1
C#95674269344452,113,116.06,2,1.95,0.655433,0.144181,0.144181,0.008786,2
C#7973724591233,125,439.09,3,31.94,0.704193,0.220222,0.220222,0.030908,7
C#11526159568745,122,245.3,3,31.11,0.370805,0.153831,0.153831,0.035437,11
C#31600404227044,158,127.67,3,9.88,0.426855,0.194981,0.194981,0.016463,2
C#23550001623770,118,1784.13,10,309.85,0.500856,0.219921,0.219921,0.102052,7
C#36486927377438,196,332.19,10,12.47,0.360988,0.827851,0.827851,0.044592,3
C#71041561917061,269,298.43,4,24.92,0.120429,0.275872,0.275872,0.393133,2
C#24805126977802,75,64.22,1,1.93,0.499048,0.123206,0.123206,0.00749,2
C#43113278857982,105,275.77,5,52.23,0.320854,0.256978,0.256978,0.026449,11
C#42355375169315,87,189.98,3,19.65,0.462823,0.146085,0.146085,0.016573,2
C#4719959350922,224,148.14,11,12.43,0.654889,0.845519,0.845519,0.037141,3
C#53505869147107,115,212.94,3,9.34,0.685339,0.083864,0.083864,0.020045,1
C#6441755657424,192,1646.28,6,427.79,0.435542,0.101636,0.101636,0.091848,3
C#89296608785417,184,268.99,4,15.17,0.435403,0.157505,0.157505,0.015526,3
C#66994087740023,158,226.81,4,13.99,0.420305,0.276037,0.276037,0.010939,2
C#80190110358037,145,263.63,3,12.8,0.412393,0.166829,0.166829,0.008059,3
C#48456337700205,127,81.74,1,0.58,0.278107,0.113067,0.113067,0.008873,3
C#50597142375164,220,196.58,3,14.3,0.645597,0.20346,0.20346,0.01321,2
C#7129650246318,184,144.9,2,1.01,0.613497,0.1213,0.1213,0.004906,2
C#30289760217284,121,258.93,4,12.41,0.360633,0.245478,0.245478,0.011112,1
C#88095047510097,153,98.5,1,1.49,0.448634,0.126233,0.126233,0.008368,2
C#42220223987016,143,244.23,3,17.48,0.749923,0.258832,0.258832,0.016716,1
C#26231395458174,89,464.05,4,30.2,0.465683,0.108528,0.108528,0.007737,7
C#41285574985303,139,112.12,4,14.81,0.556401,0.175887,0.175887,0.017812,3
C#13231215501618,180,254.19,4,23.15,0.112003,0.237176,0.237176,0.505819,4
C#80336489494475,199,182.48,5,16.07,0.137621,0.277012,0.277012,0.310112,3
C#84742621631900,95,109.1,1,1.63,0.562802,0.118812,0.118812,0.006266,3
C#47347105748842,102,1611.69,11,213.01,0.307488,0.144142,0.144142,0.107577,8
C#16955242028790,154,520.84,4,27.4,0.475825,0.213646,0.213646,0.013041,8
C#94024200381761,81,233.64,2,10.7,0.521767,0.071386,0.071386,0.009209,3
C#42458456145545,170,290.4,9,12.22,0.428142,0.463344,0.463344,0.060405,4
C#24723054369631,151,335.37,4,34.52,0.531552,0.094442,0.094442,0.027202,8
C#82038763806282,107,201.6,2,7.61,0.610875,0.298189,0.298189,0.009948,2
C#33718018059225,116,239.18,2,16.14,0.459041,0.1133,0.1133,0.015793,3
C#20567629919246,139,183.16,2,10.88,0.522574,0.150146,0.150146,0.023042,2
C#77406064444535,126,59.27,3,14.45,0.547388,0.234719,0.234719,0.01473,1
C#62707263584731,102,1212.95,9,289.99,0.234211,0.10062,0.10062,0.118145,6
C#94718082159491,187,196.33,4,26.34,0.167142,0.147042,0.147042,0.3978,1
C#76733596939701,148,160.4,1,1.18,0.473437,0.114487,0.114487,0.007267,2
C#80736287540945,240,255.6,2,16.73,0.060924,0.295561,0.295561,0.251612,3
C#69248350211985,158,317.93,4,13.57,0.517833,0.24911,0.24911,0.013031,3
C#87136650908095,157,320.1,8,12.28,0.20214,0.714123,0.714123,0.072802,4
C#47315666715546,122,189.1,3,12.73,0.339629,0.156597,0.156597,0.01347,2
C#33909322871807,113,360.12,4,58.61,0.313262,0.195063,0.195063,0.043036,10
C#45862284348573,235,196.82,8,10.63,0.315645,0.938724,0.938724,0.08613,3
C#47730008199500,144,214.77,3,18.3,0.65613,0.195628,0.195628,0.013675,1
C#70699256615814,105,40.89,2,1.15,0.394867,0.114096,0.114096,0.005971,2
C#92915956682905,262,240.66,3,18.93,0.068819,0.327123,0.327123,0.548284,3
C#64378654605588,175,140.55,2,13.75,0.504769,0.137068,0.137068,0.017228,3
C#73766684478361,130,1401.27,7,210.3,0.493122,0.135234,0.135234,0.087164,4
C#10890297500383,138,146.03,1,1.03,0.44951,0.103582,0.103582,0.009292,1
C#72392036485209,113,159.24,3,20.07,0.475976,0.197157,0.197157,0.015279,2
C#92094182131645,95,327.69,2,60.02,0.478735,0.075711,0.075711,0.033381,14
C#13495202179349,177,370,3,24.98,0.13189,0.260156,0.260156,0.273809,3
C#38708605408404,123,106.6,2,0.68,0.375067,0.087106,0.087106,0.011302,1
C#36697086717712,129,223.36,4,17.24,0.579057,0.210823,0.210823,0.014224,2
C#11208610292410,66,142.15,2,1.19,0.442271,0.139938,0.139938,0.010498,3
C#42853939376508,98,201.76,4,16.95,0.626306,0.107898,0.107898,0.006809,2
C#30023853418108,128,157.53,2,14.77,0.592409,0.183038,0.183038,0.015874,2
C#33318746218769,94,86.76,2,1.23,0.415164,0.149166,0.149166,0.006981,2
C#92788951149768,115,243.77,4,10.98,0.382209,0.250481,0.250481,0.012383,2
C#955491293384,200,178.58,4,9.47,0.477412,0.196039,0.196039,0.01938,3
C#9374981605865,90,235.83,2,12.89,0.698155,0.160581,0.160581,0.007103,1
C#86133630214790,131,338.48,4,53.57,0.308478,0.158748,0.158748,0.034009,10
C#29280880438926,164,85.56,1,1.1,0.445391,0.133917,0.133917,0.005432,2
C#33814434136668,281,122.28,3,19.47,0.148938,0.385002,0.385002,0.281386,3
C#67905488810253,79,135.4,2,0.99,0.43346,0.107638,0.107638,0.011516,2
C#24139631151367,166,213.08,1,9.13,0.393803,0.214992,0.214992,0.012032,2
C#13340991621561,331,203.75,9,16.66,0.521147,0.590973,0.590973,0.067444,3
C#2090365674408,160,223.98,3,10.21,0.497527,0.158673,0.158673,0.014543,2
C#66326031875800,180,1761.17,8,164.35,0.481498,0.224171,0.224171,0.084933,3
C#83926610997657,133,153.86,1,1.57,0.542888,0.104738,0.104738,0.007775,2
C#945017081777,82,215.3,2,13.75,0.518221,0.093463,0.093463,0.016979,2
C#97980259250466,152,313.77,3,18.59,0.144568,0.24997,0.24997,0.297061,3
C#57789115834587,205,280.09,2,10.43,0.326468,0.850641,0.850641,0.05573,2
C#86560091549154,114,56.75,1,0.73,0.358039,0.126528,0.126528,0.007463,2
C#57123673983213,102,93.44,1,1.22,0.621296,0.158525,0.158525,0.003779,3
C#40298514296439,129,174.62,3,14.03,0.454798,0.180968,0.180968,0.009832,2
C#96894245935539,32,223.42,2,11.59,0.348635,0.264287,0.264287,0.015404,1
C#26042190834756,201,299.67,3,25.66,0.120294,0.136637,0.136637,0.32571,5
C#75127528577619,140,85.9,1,1.2,0.455718,0.05599,0.05599,0.0066,2
C#90046895204307,101,223.59,4,9.06,0.325881,0.188418,0.188418,0.006217,3
C#77724019371685,159,166.46,1,1.5,0.401364,0.08777,0.08777,0.008346,2
C#66351632915518,136,469.97,4,25.54,0.446558,0.295701,0.295701,0.017756,13
C#10802073988090,46,107.74,1,1.47,0.166734,0.137478,0.137478,0.00664,3
C#30007901244274,136,237.76,3,15,0.302867,0.122991,0.122991,0.013525,2
C#97847290371653,48,234.01,2,11.06,0.510654,0.121028,0.121028,0.018396,3
C#79137887330140,144,175.19,5,9.13,0.574361,0.142736,0.142736,0.015805,4
C#65107803679292,196,292.76,4,36.67,0.140862,0.235241,0.235241,0.540541,3
C#9985827915880,125,156.22,4,11.14,0.688891,0.177004,0.177004,0.012003,3
C#78569983029605,109,312.65,3,39.3,0.55771,0.1199,0.1199,0.014205,5
C#41957719739094,73,159.72,3,10.46,0.368638,0.201827,0.201827,0.020878,0
C#3138055061708,151,242.4,3,17.98,0.288176,0.197592,0.197592,0.011253,2
C#12872854358782,210,220.35,6,10.3,0.288249,0.479892,0.479892,0.051386,2
C#38648506613039,111,136.18,2,1.69,0.387803,0.138421,0.138421,0.008646,3
C#44875058611445,146,368.98,11,22.17,0.332135,1.097124,1.097124,0.079504,3
C#21094669269021,79,163.64,3,13.69,0.753802,0.292845,0.292845,0.014528,2
C#37148291224396,110,217.19,2,14.54,0.485203,0.126953,0.126953,0.013816,2
C#81404284742883,233,2059.11,7,114.29,0.428268,0.174541,0.174541,0.0925,5
C#32760864836124,121,101.58,1,15.2,0.640813,0.272109,0.272109,0.010837,3
C#30031508359958,63,122.07,1,1.09,0.513502,0.094633,0.094633,0.011468,3
C#91880039182990,206,1209.26,8,181.71,0.336064,0.107112,0.107112,0.119193,6
C#29664269308362,229,333.82,4,18.79,0.132439,0.206399,0.206399,0.413242,3
C#93560486881776,99,1659.6,7,245.19,0.34568,0.151851,0.151851,0.059676,6
C#58808374319515,226,378.34,4,14.06,0.223754,0.528845,0.528845,0.046832,3
C#55038160301952,269,155.18,9,7.23,0.478253,0.681312,0.681312,0.037326,2
C#54394278386214,159,175.36,4,17.64,0.35134,0.18271,0.18271,0.014592,1
C#44612818890764,206,2019.69,7,123.15,0.327174,0.122481,0.122481,0.10414,4
C#56257788735305,128,2241.18,7,291.13,0.379095,0.169846,0.169846,0.078071,7
C#74739442525625,120,354.43,4,37.52,0.535917,0.057555,0.057555,0.032568,9
C#34315305859015,57,231.91,3,13.39,0.519775,0.195367,0.195367,0.011609,3
C#80169027253404,147,304.84,4,9.92,0.205841,0.211276,0.211276,0.014625,2
C#4358793070918,160,248.06,4,13.7,0.165416,0.189321,0.189321,0.399121,3
C#85933110517,151,319.6,2,15.67,0.597623,0.116974,0.116974,0.016191,2
C#47262732222815,200,209.53,4,15.73,0.103139,0.157804,0.157804,0.474171,4
C#42191749332710,160,161.65,5,21.69,0.056506,0.335868,0.335868,0.313706,4
C#92686519128658,172,431.94,6,42.62,0.615587,0.204546,0.204546,0.03111,8
C#23953964807241,31,234.88,2,11.22,0.505666,0.230004,0.230004,0.015988,2
C#26449406138662,119,2596.2,11,273.41,0.651839,0.073712,0.073712,0.091674,3
C#19188493935506,108,102.11,0,0.9,0.45108,0.122334,0.122334,0.009873,1
C#7550182777315,98,344.47,3,24.7,0.150903,0.305076,0.305076,0.344185,2
C#50292591356246,106,204.39,4,6.79,0.538106,0.255667,0.255667,0.01048,2
C#88696106569444,186,383.67,5,15.09,0.317656,0.770767,0.770767,0.03297,4
C#22734609862480,186,396.36,9,8.04,0.25725,0.977279,0.977279,0.07172,3
C#75950123686803,85,84.61,2,1.02,0.521058,0.145961,0.145961,0.007888,3
C#51785034939762,156,417.5,4,24.63,0.15104,0.172716,0.172716,0.472906,3
C#84242283861134,287,226.77,8,7.65,0.394238,0.709992,0.709992,0.078648,2
C#51764446571236,169,274.4,9,9.8,0.570665,0.831866,0.831866,0.03898,4
C#22533010207820,88,243.4,2,18.62,0.442686,0.179048,0.179048,0.01817,3
C#10424544451235,165,218.15,3,16.76,0.399406,0.124815,0.124815,0.017593,2
C#278288474150,175,234.8,3,17.65,0.136871,0.204894,0.204894,0.162551,3
C#15998139947891,190,299.28,6,24.14,0.090906,0.366792,0.366792,0.4479,2
C#13991456636445,264,320.49,3,23.63,0.061341,0.263875,0.263875,0.42625,3
C#54343461934438,141,276.04,2,15.74,0.681407,0.158367,0.158367,0.022681,2
C#75327794566052,205,145.71,3,12.36,0.440381,0.211951,0.211951,0.008168,2
C#25142571741567,129,163.83,2,1.13,0.422466,0.120609,0.120609,0.007657,3
C#78840351149148,271,294.29,8,8.42,0.30162,0.483901,0.483901,0.050946,4
C#45434358580180,86,99.11,2,0.83,0.360361,0.11843,0.11843,0.00933,3
C#46021486251380,63,82.83,1,1.39,0.202213,0.130812,0.130812,0.007892,2
C#63147362225249,159,476.79,2,54.27,0.417558,0.146002,0.146002,0.023095,8
C#95318027344442,84,87.65,4,15.23,0.39978,0.098403,0.098403,0.014719,2
C#78673517426597,91,134.55,4,16.66,0.519486,0.257779,0.257779,0.012218,2
C#28390285238350,79,481.16,2,57.86,0.603544,0.254712,0.254712,0.017855,6
C#39813765140365,136,246.27,3,19.36,0.610323,0.259883,0.259883,0.016899,3
C#45195507322803,195,216.11,10,7,0.439427,0.772279,0.772279,0.069595,2
C#41923323368793,106,250.68,3,14.35,0.649604,0.101687,0.101687,0.014674,2
C#22798213538654,33,182.28,2,20.35,0.577103,0.190071,0.190071,0.009503,2
C#627687066450,242,333.91,4,20.65,0.070912,0.3245,0.3245,0.277172,3
C#65986874217348,151,194.71,2,19.25,0.3422,0.152912,0.152912,0.01247,2
C#1052392679617,169,2043.71,9,245.38,0.492413,0.146611,0.146611,0.109875,5
C#40660439326477,172,253.98,3,11.03,0.302312,0.238373,0.238373,0.016001,2
C#22579432676740,114,202.55,4,18.1,0.549347,0.226883,0.226883,0.011053,2
C#7206573288047,159,116.59,1,0.78,0.220815,0.156155,0.156155,0.010538,2
C#33808295641303,150,305.14,4,25.3,0.116618,0.248262,0.248262,0.469112,5
C#9013090639041,89,92.77,2,1.48,0.485143,0.14072,0.14072,0.009224,3
C#25449150637426,113,256.84,3,9.47,0.197307,0.136634,0.136634,0.009028,2
C#29468460137897,185,146.72,3,12.18,0.095416,0.194891,0.194891,0.350161,2
C#67579995344848,139,222.56,3,14.53,0.114083,0.132322,0.132322,0.321567,3
C#70321536617047,143,236.83,4,17.57,0.48491,0.257024,0.257024,0.010474,2
C#88636804876489,115,55.97,4,22.05,0.626042,0.224703,0.224703,0.012628,2
C#76805231870941,113,164.03,2,5.13,0.579946,0.179593,0.179593,0.008108,2
C#57608363561603,237,537.51,6,8.74,0.213304,0.724096,0.724096,0.076501,3
C#87397145477541,136,333.22,10,14.13,0.385077,0.560853,0.560853,0.092408,4
C#47645005903899,87,145.81,1,1.21,0.479384,0.066916,0.066916,0.01016,3
C#96123676998678,113,88.73,2,1.92,0.526108,0.146939,0.146939,0.009588,2
C#30608741587344,164,155.11,2,0.83,0.538138,0.14745,0.14745,0.008752,2
C#58473210329053,176,175.89,3,13.54,0.358157,0.229344,0.229344,0.020894,1
C#93612355896905,116,94.28,1,0.93,0.389694,0.13398,0.13398,0.008389,3
C#75039597868538,128,197.49,2,18.29,0.577238,0.237965,0.237965,0.013992,2
C#12082778821598,217,354.81,11,14.16,0.31759,0.531763,0.531763,0.085253,4
C#88948242158689,117,80.26,3,25.13,0.163769,0.272832,0.272832,0.259297,2
C#82471313692029,199,425.17,3,42.9,0.693929,0.206463,0.206463,0.025359,11
C#13332245702101,103,245.62,3,18.62,0.372534,0.217468,0.217468,0.014938,2
C#24728397940804,168,113.67,1,0.94,0.44769,0.113441,0.113441,0.013539,3
C#91045137925829,96,192.38,4,17.97,0.638487,0.150358,0.150358,0.011886,1
C#95042100488181,211,452.95,4,41.81,0.417339,0.164952,0.164952,0.032135,7
C#88278530520441,114,215.52,3,19.02,0.416141,0.213112,0.213112,0.015788,2
C#7734617748656,124,368.06,2,34.83,0.425511,0.077649,0.077649,0.017041,8
C#24947213875623,159,1388.27,7,95.99,0.407129,0.093317,0.093317,0.069443,6
C#59002589221425,111,412.64,5,48.82,0.352993,0.144185,0.144185,0.014806,11
C#17632237744980,199,201.12,6,11.78,0.451395,0.625353,0.625353,0.056881,1
C#64714044717013,120,183.14,3,10.16,0.594305,0.130609,0.130609,0.007558,2
C#59138475183831,135,165.01,1,1.65,0.422029,0.122961,0.122961,0.009419,3
C#78230747738546,154,457.97,4,37.33,0.533636,0.28922,0.28922,0.030916,8
C#3630118796160,148,234.67,3,13.75,0.47103,0.068995,0.068995,0.014925,2
C#71081592495400,66,70.85,2,1.15,0.459178,0.104953,0.104953,0.007045,3
C#72167510581842,273,325.61,3,17.62,0.101904,0.169877,0.169877,0.204454,4
C#76559603682526,93,207.49,1,16.76,0.480961,0.156197,0.156197,0.011698,1
C#38165291999010,175,341.99,3,25.06,0.133006,0.228667,0.228667,0.297084,3
C#72657759689329,159,141.24,2,15.39,0.439196,0.229146,0.229146,0.005351,2
C#30728298791487,154,150.92,3,11.61,0.615599,0.265157,0.265157,0.010683,2
C#15910222612118,66,112.71,2,1.19,0.502015,0.087989,0.087989,0.010939,2
C#80661722978047,164,150.03,5,15.2,0.543432,0.110749,0.110749,0.011472,2
C#97158216665874,146,251.51,3,14.29,0.50392,0.144259,0.144259,0.010104,3
C#89751663681098,163,128.21,1,1.36,0.579452,0.093463,0.093463,0.01135,2
C#8836560201770,108,498.32,3,57.34,0.572415,0.115479,0.115479,0.029233,10
C#7811598682768,116,217.7,3,21.85,0.494106,0.305347,0.305347,0.004931,2
C#18434666934887,117,195.19,2,8.96,0.557337,0.132161,0.132161,0.015756,2
C#14027262798126,156,128.47,4,10.3,0.549577,0.201419,0.201419,0.016789,2
